Name,Algorithm,Time Elapsed,Inertia,Adjusted Rand Index,Mutual Information Score,V-Measure,Folkes-Mallows Score
g2-512-40,Bisecting K-Means Random Seed (worst split),1.159998,1676190739,1,0.693147181,1,1
g2-512-50,K-Means Random Seed,1.288997,2618536533,1,0.693147181,1,1
g2-512-50,Bisecting K-Means Random Seed (largest split),1.206994,2618536533,1,0.693147181,1,1
g2-512-50,Bisecting K-Means Random Seed (worst split),1.256999,2618536533,1,0.693147181,1,1
g2-512-60,K-Means Random Seed,1.808999,3761336778,1,0.693147181,1,1
g2-512-60,Bisecting K-Means Random Seed (largest split),1.115002,3761336778,1,0.693147181,1,1
g2-512-60,Bisecting K-Means Random Seed (worst split),1.346998,3761336778,1,0.693147181,1,1
g2-512-70,K-Means Random Seed,1.241696,5143557201,1,0.693147181,1,1
g2-512-70,Bisecting K-Means Random Seed (largest split),1.248001,5143557201,1,0.693147181,1,1
g2-512-70,Bisecting K-Means Random Seed (worst split),1.589999,5143557201,1,0.693147181,1,1
g2-512-80,K-Means Random Seed,1.344995,6703684936,1,0.693147181,1,1
g2-512-80,Bisecting K-Means Random Seed (largest split),1.764001,6703684936,1,0.693147181,1,1
g2-512-80,Bisecting K-Means Random Seed (worst split),1.166998,6703684936,1,0.693147181,1,1
g2-512-90,K-Means Random Seed,1.284972,8483285848,1,0.693147181,1,1
g2-512-90,Bisecting K-Means Random Seed (largest split),1.421995,8483285848,1,0.693147181,1,1
g2-512-90,Bisecting K-Means Random Seed (worst split),1.814,8483285848,1,0.693147181,1,1
g2-512-100,K-Means Random Seed,1.426994,10475222486,1,0.693147181,1,1
g2-512-100,Bisecting K-Means Random Seed (largest split),1.332254,10475222486,1,0.693147181,1,1
g2-512-100,Bisecting K-Means Random Seed (worst split),1.247007,10475222486,1,0.693147181,1,1
g2-1024-10,K-Means Random Seed,2.482966,209679675.8,1,0.693147181,1,1
g2-1024-10,Bisecting K-Means Random Seed (largest split),2.285003,209679675.8,1,0.693147181,1,1
g2-1024-10,Bisecting K-Means Random Seed (worst split),2.488003,209679675.8,1,0.693147181,1,1
g2-1024-20,K-Means Random Seed,2.252003,836522305.6,1,0.693147181,1,1
g2-1024-20,Bisecting K-Means Random Seed (largest split),2.237467,836522305.6,1,0.693147181,1,1
g2-1024-20,Bisecting K-Means Random Seed (worst split),2.537999,836522305.6,1,0.693147181,1,1
g2-1024-30,K-Means Random Seed,2.206138,1882935768,1,0.693147181,1,1
g2-1024-30,Bisecting K-Means Random Seed (largest split),2.46809,1882935768,1,0.693147181,1,1
g2-1024-30,Bisecting K-Means Random Seed (worst split),2.634003,1882935768,1,0.693147181,1,1
g2-1024-40,K-Means Random Seed,2.368993,3348534584,1,0.693147181,1,1
g2-1024-40,Bisecting K-Means Random Seed (largest split),3.037006,3348534584,1,0.693147181,1,1
g2-1024-40,Bisecting K-Means Random Seed (worst split),2.540998,3348534584,1,0.693147181,1,1
g2-1024-50,K-Means Random Seed,2.400285,5241919265,1,0.693147181,1,1
g2-1024-50,Bisecting K-Means Random Seed (largest split),2.449997,5241919265,1,0.693147181,1,1
g2-1024-50,Bisecting K-Means Random Seed (worst split),3.216548,5241919265,1,0.693147181,1,1
g2-1024-60,K-Means Random Seed,2.512041,7536705706,1,0.693147181,1,1
g2-1024-60,Bisecting K-Means Random Seed (largest split),2.759007,7536705706,1,0.693147181,1,1
g2-1024-60,Bisecting K-Means Random Seed (worst split),3.504006,7536705706,1,0.693147181,1,1
g2-1024-70,K-Means Random Seed,2.807994,10273664626,1,0.693147181,1,1
g2-1024-70,Bisecting K-Means Random Seed (largest split),2.553003,10273664626,1,0.693147181,1,1
g2-1024-70,Bisecting K-Means Random Seed (worst split),2.367994,10273664626,1,0.693147181,1,1
g2-1024-80,K-Means Random Seed,2.322994,13395620556,1,0.693147181,1,1
g2-1024-80,Bisecting K-Means Random Seed (largest split),3.070995,13395620556,1,0.693147181,1,1
g2-1024-80,Bisecting K-Means Random Seed (worst split),3.878017,13395620556,1,0.693147181,1,1
g2-1024-90,K-Means Random Seed,2.674007,16956686125,1,0.693147181,1,1
g2-1024-90,Bisecting K-Means Random Seed (largest split),2.582463,16956686125,1,0.693147181,1,1
g2-1024-90,Bisecting K-Means Random Seed (worst split),2.596,16956686125,1,0.693147181,1,1
g2-1024-100,K-Means Random Seed,2.423998,20934587386,1,0.693147181,1,1
g2-1024-100,Bisecting K-Means Random Seed (largest split),2.924004,20934587386,1,0.693147181,1,1
g2-1024-100,Bisecting K-Means Random Seed (worst split),3.589008,20934587386,1,0.693147181,1,1
